path,url,depth,direct_files,direct_bytes,direct_bytes_human,recursive_files,recursive_bytes,recursive_bytes_human,recursive_dirs,subdir_count,external_refs
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNO13BABCCF00AD/songs/no13baby,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNO13BABCCF00AD/songs/no13baby/,10,7,27386254,26.12 MiB,7,27386254,26.12 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOCONTRCCF04C9/songs/nocontrol,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOCONTRCCF04C9/songs/nocontrol/,10,7,14387766,13.72 MiB,7,14387766,13.72 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOEXCUSCCF033B/songs/noexcuses,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOEXCUSCCF033B/songs/noexcuses/,10,7,34223231,32.64 MiB,7,34223231,32.64 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOFUNXXCCF04C6/songs/nofun,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOFUNXXCCF04C6/songs/nofun/,10,7,33126735,31.59 MiB,7,33126735,31.59 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOHASSLCCF02AE/songs/nohasslenight,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOHASSLCCF02AE/songs/nohasslenight/,10,7,21445130,20.45 MiB,7,21445130,20.45 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOMORETCCF049E/songs/nomoretears,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOMORETCCF049E/songs/nomoretears/,10,7,56783763,54.15 MiB,7,56783763,54.15 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNORAINXCCF02EF/songs/norain,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNORAINXCCF02EF/songs/norain/,10,7,24517866,23.38 MiB,7,24517866,23.38 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOREGRETSX0288/songs/noregrets,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOREGRETSX0288/songs/noregrets/,10,7,17807518,16.98 MiB,7,17807518,16.98 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOTIMEXCCF0314/songs/notime,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOTIMEXCCF0314/songs/notime/,10,7,21821878,20.81 MiB,7,21821878,20.81 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOVACAI43F2400/songs/novacaineshesarebel,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOVACAI43F2400/songs/novacaineshesarebel/,10,7,41729201,39.80 MiB,7,41729201,39.80 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNOWOMANCCF051B/songs/nowomannocry,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNOWOMANCCF051B/songs/nowomannocry/,10,7,30559700,29.14 MiB,7,30559700,29.14 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBNUMBEROCCF002C/songs/numberofthebeast,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBNUMBEROCCF002C/songs/numberofthebeast/,10,6,28005341,26.71 MiB,6,28005341,26.71 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOCEANAVCCF03B5/songs/oceanavenue,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOCEANAVCCF03B5/songs/oceanavenue/,10,7,22440078,21.40 MiB,7,22440078,21.40 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOCEANSICCF0231/songs/oceansize,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOCEANSICCF0231/songs/oceansize/,10,7,29861738,28.48 MiB,7,29861738,28.48 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOCEANSXCCF0210/songs/oceans,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOCEANSXCCF0210/songs/oceans/,10,7,18183934,17.34 MiB,7,18183934,17.34 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBODETOSOCCF0406/songs/odetosolitude,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBODETOSOCCF0406/songs/odetosolitude/,10,7,33843301,32.28 MiB,7,33843301,32.28 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOHPRETTCCF01AB/songs/ohprettywoman,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOHPRETTCCF01AB/songs/ohprettywoman/,10,7,20646341,19.69 MiB,7,20646341,19.69 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOHYEAHXCCF0420/songs/ohyeah,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOHYEAHXCCF0420/songs/ohyeah/,10,7,19382321,18.48 MiB,7,19382321,18.48 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONAPLAICCF0141/songs/onaplain,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONAPLAICCF0141/songs/onaplain/,10,7,19821211,18.90 MiB,7,19821211,18.90 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONCEINACCF02FF/songs/onceinalifetime,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONCEINACCF02FF/songs/onceinalifetime/,10,7,28690735,27.36 MiB,7,28690735,27.36 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONCEXXXCCF0215/songs/once,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONCEXXXCCF0215/songs/once/,10,7,28141816,26.84 MiB,7,28141816,26.84 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONELOVECCF0516/songs/onelove,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONELOVECCF0516/songs/onelove/,10,7,18023097,17.19 MiB,7,18023097,17.19 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONEOFTHCCF010B/songs/oneofthosenights,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONEOFTHCCF010B/songs/oneofthosenights/,10,7,24988535,23.83 MiB,7,24988535,23.83 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONERAINCCF042B/songs/onerainywish,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONERAINCCF042B/songs/onerainywish/,10,7,18410947,17.56 MiB,7,18410947,17.56 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONEVISICCFF08E/songs/onevision2,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONEVISICCFF08E/songs/onevision2/,10,7,31407334,29.95 MiB,7,31407334,29.95 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONLYAMECCF047C/songs/onlyamemory,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONLYAMECCF047C/songs/onlyamemory/,10,7,29774824,28.40 MiB,7,29774824,28.40 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBONTHEROCCF03EE/songs/ontheroadagain,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBONTHEROCCF03EE/songs/ontheroadagain/,10,7,15851514,15.12 MiB,7,15851514,15.12 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOOBYDOOCCF01A9/songs/oobydooby,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOOBYDOOCCF01A9/songs/oobydooby/,10,7,17489257,16.68 MiB,7,17489257,16.68 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOPENINGCCF030A/songs/openingband,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOPENINGCCF030A/songs/openingband/,10,7,26005870,24.80 MiB,7,26005870,24.80 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBORANGEACCF04C1/songs/orangeamber,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBORANGEACCF04C1/songs/orangeamber/,10,7,13349313,12.73 MiB,7,13349313,12.73 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBORANGECRUS2445/songs/orangecrush,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBORANGECRUS2445/songs/orangecrush/,10,7,30964984,29.53 MiB,7,30964984,29.53 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBORIGINOCCF030B/songs/originofthespecies,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBORIGINOCCF030B/songs/originofthespecies/,10,7,34178959,32.60 MiB,7,34178959,32.60 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOURLIPSCCF0393/songs/ourlipsaresealed,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOURLIPSCCF0393/songs/ourlipsaresealed/,10,7,20264926,19.33 MiB,7,20264926,19.33 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTERSPCCF043C/songs/outerspaceaf,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTERSPCCF043C/songs/outerspaceaf/,10,7,24048599,22.93 MiB,7,24048599,22.93 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTHERECCF02CF/songs/outhereallnight,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTHERECCF02CF/songs/outhereallnight/,10,7,28410657,27.09 MiB,7,28410657,27.09 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTOFLIFFF003B/songs/outofline,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTOFLIFFF003B/songs/outofline/,10,7,27673962,26.39 MiB,7,27673962,26.39 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTTATHCCF04C0/songs/outtathaway,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBOUTTATHCCF04C0/songs/outtathaway/,10,7,22173941,21.15 MiB,7,22173941,21.15 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPAINANDCCF006D/songs/painandpleasure,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPAINANDCCF006D/songs/painandpleasure/,10,7,30653319,29.23 MiB,7,30653319,29.23 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPAINXXXFFF005B/songs/pain,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPAINXXXFFF005B/songs/pain/,10,7,20134086,19.20 MiB,7,20134086,19.20 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPANICSWCCF040B/songs/panicswitch,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPANICSWCCF040B/songs/panicswitch/,10,7,50186830,47.86 MiB,7,50186830,47.86 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPARASITCCF02D1/songs/parasitelive,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPARASITCCF02D1/songs/parasitelive/,10,7,27845098,26.56 MiB,7,27845098,26.56 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPARRTYF6BCDC00/songs/parrtyfortwo2,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPARRTYF6BCDC00/songs/parrtyfortwo2/,10,7,29435240,28.07 MiB,7,29435240,28.07 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPEACEMAA775800/songs/peacemaker,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPEACEMAA775800/songs/peacemaker/,10,7,26782776,25.54 MiB,7,26782776,25.54 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPEACEOFCCF0059/songs/peaceofmind,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPEACEOFCCF0059/songs/peaceofmind/,10,7,41910350,39.97 MiB,7,41910350,39.97 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPEEKABOCCF0455/songs/peekaboo,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPEEKABOCCF0455/songs/peekaboo/,10,7,21045965,20.07 MiB,7,21045965,20.07 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPEOPLEHCCF01E8/songs/peoplegotalotofnerve,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPEOPLEHCCF01E8/songs/peoplegotalotofnerve/,10,7,18740505,17.87 MiB,7,18740505,17.87 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPERFECTC710400/songs/perfectday2,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPERFECTC710400/songs/perfectday2/,10,7,28227713,26.92 MiB,7,28227713,26.92 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPERFECTCCF0088/songs/perfectinsanity,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPERFECTCCF0088/songs/perfectinsanity/,10,7,26176784,24.96 MiB,7,26176784,24.96 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPERFEKTCCF0083/songs/perfektewelle,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPERFEKTCCF0083/songs/perfektewelle/,10,7,22937763,21.88 MiB,7,22937763,21.88 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPHOTOGRCCF04AD/songs/photograph,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPHOTOGRCCF04AD/songs/photograph/,10,7,33974859,32.40 MiB,7,33974859,32.40 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPICKMEUCCF0317/songs/pickmeup,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPICKMEUCCF0317/songs/pickmeup/,10,7,44644405,42.58 MiB,7,44644405,42.58 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPICKMEUCCF03XX/songs/pickmeup,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPICKMEUCCF03XX/songs/pickmeup/,10,7,44644508,42.58 MiB,7,44644508,42.58 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPICKUPTCCF01DE/songs/pickupthepieces,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPICKUPTCCF01DE/songs/pickupthepieces/,10,7,36496643,34.81 MiB,7,36496643,34.81 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPIECEOFCCF02E0/songs/pieceofmyheart,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPIECEOFCCF02E0/songs/pieceofmyheart/,10,7,22037446,21.02 MiB,7,22037446,21.02 MiB,1,0,0
Miscellaneous/ArbysHasTheMeats/Rock Band Games/goodies/PS4/goodies/(DONOTUSE)untouched_extracted_contents/UP0006-CUSA03284_00-RBPIGSINZCCF0229/songs/pigsinzen,https://myrient.erista.me/files/Miscellaneous/ArbysHasTheMeats/Rock%20Band%20Games/goodies/PS4/goodies/%28DONOTUSE%29untouched_extracted_contents/UP0006-CUSA03284_00-RBPIGSINZCCF0229/songs/pigsinzen/,10,7,26446168,25.22 MiB,7,26446168,25.22 MiB,1,0,0
